‖ds‖SI‖En‖ds. ‖
‖dxwięk‖SI‖En‖dźwięk ‖
‖dyr‖SI‖En‖dyr. ‖
‖dziekujemu‖SI‖En‖dziękujemy ‖
‖dziekujemy‖SI‖En‖dziękujemy ‖
‖dziekuję‖SI‖En‖dziękuję ‖
‖dziękujemu‖SI‖En‖dziękujemy ‖
‖dzwiek‖SI‖En‖dźwięk ‖
‖dżwięk‖SI‖En‖dźwięk ‖
‖eóżny‖SI‖En‖różny ‖
‖grudizeń‖SI‖En‖grudzień ‖
‖grudzeiń‖SI‖En‖grudzień ‖
‖grudzien‖SI‖En‖grudzień ‖
‖gruszień‖SI‖En‖grudzień ‖
‖grydzień‖SI‖En‖grudzień ‖
‖hab‖SI‖En‖hab. ‖
‖hccieć‖SI‖En‖chcieć ‖
‖Htp‖SI‖En‖http ‖
‖Http‖SI‖En‖http ‖
‖http:\\‖SI‖En‖http:// ‖
‖inż‖SI‖En‖inż. ‖
‖istopad‖SI‖En‖listopad ‖
‖itd‖SI‖En‖itd. ‖
‖itp‖SI‖En‖itp. ‖
‖iz‖SI‖En‖iż ‖
‖jakolwiek‖SI‖En‖jakkolwiek ‖
‖jescze‖SI‖En‖jeszcze ‖
‖jesli‖SI‖En‖jeśli ‖
‖jeszce‖SI‖En‖jeszcze ‖
‖jeszzce‖SI‖En‖jeszcze ‖
‖jezeli‖SI‖En‖jeżeli ‖
‖jezscze‖SI‖En‖jeszcze ‖
‖jezszce‖SI‖En‖jeszcze ‖
‖juz‖SI‖En‖już ‖
‖jw‖SI‖En‖jw. ‖
‖kazdy‖SI‖En‖każdy ‖
‖keszcze‖SI‖En‖jeszcze ‖
‖kozrysta‖SI‖En‖korzysta ‖
‖kozrystać‖SI‖En‖korzystać ‖
‖króta‖SI‖En‖która ‖
‖króte‖SI‖En‖które ‖
‖króty‖SI‖En‖który ‖
‖ktora‖SI‖En‖która ‖
‖ktore‖SI‖En‖które ‖
‖ktorego‖SI‖En‖którego ‖
‖ktoremu‖SI‖En‖któremu ‖
‖ktory‖SI‖En‖który ‖
‖ktorych‖SI‖En‖których ‖
‖ktorym‖SI‖En‖którym ‖
‖ktorymi‖SI‖En‖którymi ‖
‖ktorzy‖SI‖En‖którzy ‖
‖ktozry‖SI‖En‖którzy ‖
‖ktróa‖SI‖En‖która ‖
‖ktróe‖SI‖En‖które ‖
‖ktróy‖SI‖En‖który ‖
‖któzry‖SI‖En‖którzy ‖
‖kweiceiń‖SI‖En‖kwiecień ‖
‖kwiecien‖SI‖En‖kwiecień ‖
‖kwiecięń‖SI‖En‖kwiecień ‖
‖lipoec‖SI‖En‖lipiec ‖
‖listpoad‖SI‖En‖listopad ‖
‖lopiec‖SI‖En‖lipiec ‖
‖lostopad‖SI‖En‖listopad ‖
‖lytu‖SI‖En‖luty ‖
‖lyty‖SI‖En‖luty ‖
‖m.in‖SI‖En‖m.in. ‖
‖mazrec‖SI‖En‖marzec ‖
‖med‖SI‖En‖med. ‖
‖meizdy‖SI‖En‖między ‖
‖mial‖SI‖En‖miał ‖
‖mialem‖SI‖En‖miałem ‖
‖miales‖SI‖En‖miałeś ‖
‖mialeś‖SI‖En‖miałeś ‖
‖miałes‖SI‖En‖miałeś ‖
‖miec‖SI‖En‖mieć ‖
‖mięzdy‖SI‖En‖między ‖
‖moga‖SI‖En‖mogą ‖
‖moge‖SI‖En‖mogę ‖
‖moj‖SI‖En‖mój ‖
‖moze‖SI‖En‖może ‖
‖mozecie‖SI‖En‖możecie ‖
‖mozemy‖SI‖En‖możemy ‖
‖mozesz‖SI‖En‖możesz ‖
‖mozliwa‖SI‖En‖możliwa ‖
‖mozliwe‖SI‖En‖możliwe ‖
‖mozliwego‖SI‖En‖możliwego ‖
‖mozliwej‖SI‖En‖możliwej ‖
‖mozliwemu‖SI‖En‖możliwemu ‖
‖mozliwy‖SI‖En‖możliwy ‖
‖mozliwych‖SI‖En‖możliwych ‖
‖mozliwym‖SI‖En‖możliwym ‖
‖mozliwymi‖SI‖En‖możliwymi ‖
‖mozliwą‖SI‖En‖możliwą ‖
‖mozna‖SI‖En‖można ‖
‖moźna‖SI‖En‖można ‖
‖mpzna‖SI‖En‖można ‖
‖mędzy‖SI‖En‖między ‖
‖męidzy‖SI‖En‖między ‖
‖na ogoł‖SI‖En‖na ogół ‖
‖na ogól‖SI‖En‖na ogół ‖
‖na prawdę‖SI‖En‖naprawdę ‖
‖na przeciw‖SI‖En‖naprzeciw ‖
‖na przeciwko‖SI‖En‖naprzeciwko ‖
‖na wzajem‖SI‖En‖nawzajem ‖
‖nadarmo‖SI‖En‖na darmo ‖
‖nalezy‖SI‖En‖należy ‖
‖nanowo‖SI‖En‖na nowo ‖
‖naogół‖SI‖En‖na ogół ‖
‖napewno‖SI‖En‖na pewno ‖
‖napozór‖SI‖En‖na pozór ‖
‖naprswdę‖SI‖En‖naprawdę ‖
‖naprzemian‖SI‖En‖na przemian ‖
‖narazie‖SI‖En‖na razie ‖
‖nast‖SI‖En‖nast. ‖
‖nazs‖SI‖En‖nasz ‖
‖nie które‖SI‖En‖niektóre ‖
‖nie których‖SI‖En‖niektórych ‖
‖nie którym‖SI‖En‖niektórym ‖
‖nie którymi‖SI‖En‖niektórymi ‖
‖nie którzy‖SI‖En‖niektórzy ‖
‖niecałkiem‖SI‖En‖nie całkiem ‖
‖niektore‖SI‖En‖niektóre ‖
‖niektorych‖SI‖En‖niektórych ‖
‖niektorym‖SI‖En‖niektórym ‖
‖niektorymi‖SI‖En‖niektórymi ‖
‖nietylko‖SI‖En‖nie tylko ‖
‖niezawsze‖SI‖En‖nie zawsze ‖
‖niz‖SI‖En‖niż ‖
‖np‖SI‖En‖np. ‖
‖oatatni‖SI‖En‖ostatni ‖
‖oatatnia‖SI‖En‖ostatnia ‖
‖oatatnie‖SI‖En‖ostatnie ‖
‖ob‖SI‖En‖ob. ‖
‖oczywiscie‖SI‖En‖oczywiście ‖
‖oddawna‖SI‖En‖od dawna ‖
‖odpowiedż‖SI‖En‖odpowiedź ‖
‖odrazu‖SI‖En‖od razu ‖
‖ogolem‖SI‖En‖ogółem ‖
‖ogołem‖SI‖En‖ogółem ‖
‖ogólem‖SI‖En‖ogółem ‖
‖oierwsza‖SI‖En‖pierwsza ‖
‖oierwsze‖SI‖En‖pierwsze ‖
‖oierwszy‖SI‖En‖pierwszy ‖
‖okolo‖SI‖En‖około ‖
‖opnadto‖SI‖En‖ponadto ‖
‖opnadtp‖SI‖En‖ponadto ‖
‖opniedziałek‖SI‖En‖poniedziałek ‖
‖ortzyma‖SI‖En‖otrzyma ‖
‖ortzymywać‖SI‖En‖otrzymywać ‖
‖orzykład‖SI‖En‖przykład ‖
‖ospowiedx‖SI‖En‖odpowiedź ‖
‖ospowiedź‖SI‖En‖odpowiedź ‖
‖ostatmi‖SI‖En‖ostatni ‖
‖ostatmia‖SI‖En‖ostatnia ‖
‖ostatmie‖SI‖En‖ostatnie ‖
‖oststni‖SI‖En‖ostatni ‖
‖oststnia‖SI‖En‖ostatnia ‖
‖oststnie‖SI‖En‖ostatnie ‖
‖otoż‖SI‖En‖otóż ‖
‖otrzuma‖SI‖En‖otrzyma ‖
‖otrzumuwać‖SI‖En‖otrzymywać ‖
‖otrzumywać‖SI‖En‖otrzymywać ‖
‖otrzymuwać‖SI‖En‖otrzymywać ‖
‖otrzymywac‖SI‖En‖otrzymywać ‖
‖otsatni‖SI‖En‖ostatni ‖
‖otsatnia‖SI‖En‖ostatnia ‖
‖otzryma‖SI‖En‖otrzyma ‖
‖otzrymywać‖SI‖En‖otrzymywać ‖
‖otóz‖SI‖En‖otóż ‖
‖papir‖SI‖En‖papier ‖
‖papire‖SI‖En‖papier ‖
‖paxdziernik‖SI‖En‖październik ‖
‖paxdzirenik‖SI‖En‖październik ‖
‖pazdzeirnik‖SI‖En‖październik ‖
‖paździrenik‖SI‖En‖październik ‖
‖paździrenki‖SI‖En‖październik ‖
‖pażdziernik‖SI‖En‖październik ‖
‖pdopwiedź‖SI‖En‖odpowiedź ‖
‖peirwsza‖SI‖En‖pierwsza ‖
‖peirwsze‖SI‖En‖pierwsze ‖
‖peirwszy‖SI‖En‖pierwszy ‖
‖peosić‖SI‖En‖prosić ‖
‖perzcietnie‖SI‖En‖przeciętnie ‖
‖pezedstawiciel‖SI‖En‖przedstawiciel ‖
‖pezrciętnie‖SI‖En‖przeciętnie ‖
‖piatek‖SI‖En‖piątek ‖
‖pierqsza‖SI‖En‖pierwsza ‖
‖pierqsze‖SI‖En‖pierwsze ‖
‖pierqszy‖SI‖En‖pierwszy ‖
‖piersza‖SI‖En‖pierwsza ‖
‖piersze‖SI‖En‖pierwsze ‖
‖pierszy‖SI‖En‖pierwszy ‖
‖piewrsza‖SI‖En‖pierwsza ‖
‖piewrsze‖SI‖En‖pierwsze ‖
‖piewrszy‖SI‖En‖pierwszy ‖
‖podziekować‖SI‖En‖podziękować ‖
‖podziękowac‖SI‖En‖podziękować ‖
‖pokolei‖SI‖En‖po kolei ‖
‖pokryjomu‖SI‖En‖po kryjomu ‖
‖pomadto‖SI‖En‖ponadto ‖
‖pomiewaz‖SI‖En‖ponieważ ‖
‖pomieważ‖SI‖En‖ponieważ ‖
‖ponaddo‖SI‖En‖ponadto ‖
‖poniedzia;ek‖SI‖En‖poniedziałek ‖
‖poniedzialek‖SI‖En‖poniedziałek ‖
‖poniewaz‖SI‖En‖ponieważ ‖
‖poprostu‖SI‖En‖po prostu ‖
‖porazdek‖SI‖En‖porządek ‖
‖porazedk‖SI‖En‖porządek ‖
‖porsić‖SI‖En‖prosić ‖
‖porsił‖SI‖En‖prosił ‖
‖porsiła‖SI‖En‖prosiła ‖
‖porszę‖SI‖En‖proszę ‖
‖portzeba‖SI‖En‖potrzeba ‖
‖porzadek‖SI‖En‖porządek ‖
‖porząedk‖SI‖En‖porządek ‖
‖poszłem‖SI‖En‖poszedłem ‖
‖poszłes‖SI‖En‖poszedłeś ‖
‖poszłeś‖SI‖En‖poszedłeś ‖
‖potwarza‖SI‖En‖powtarza ‖
‖potwarzać‖SI‖En‖powtarzać ‖
‖potwórzyć‖SI‖En‖powtórzyć ‖
‖powazaniem‖SI‖En‖poważaniem ‖
‖powtorzyc‖SI‖En‖powtórzyć ‖
‖powtózryć‖SI‖En‖powtórzyć ‖
‖pozrądek‖SI‖En‖porządek ‖
‖ppniedziałek‖SI‖En‖poniedziałek ‖
‖proaić‖SI‖En‖prosić ‖
‖prof‖SI‖En‖prof. ‖
‖prosic‖SI‖En‖prosić ‖
‖prosze‖SI‖En‖proszę ‖
‖prpopzucja‖SI‖En‖propozycja ‖
‖prpopzycja‖SI‖En‖propozycja ‖
‖przecietnie‖SI‖En‖przeciętnie ‖
‖przefstawiciel‖SI‖En‖przedstawiciel ‖
‖przesdtawiciel‖SI‖En‖przedstawiciel ‖
‖przestawiciel‖SI‖En‖przedstawiciel ‖
‖przyklad‖SI‖En‖przykład ‖
‖przylkad‖SI‖En‖przykład ‖
‖przyszłem‖SI‖En‖przyszedłem ‖
‖przyszłes‖SI‖En‖przyszedłeś ‖
‖przyszłeś‖SI‖En‖przyszedłeś ‖
‖pstatni‖SI‖En‖ostatni ‖
‖pstatnia‖SI‖En‖ostatnia ‖
‖pstatnie‖SI‖En‖ostatnie ‖
‖pzerciętnie‖SI‖En‖przeciętnie ‖
‖pzreciętnie‖SI‖En‖przeciętnie ‖
‖pzred‖SI‖En‖przed ‖
‖pzrestawiciel‖SI‖En‖przedstawiciel ‖
‖pzrez‖SI‖En‖przez ‖
‖pzreze‖SI‖En‖przeze ‖
‖pzry‖SI‖En‖przy ‖
‖pzryklad‖SI‖En‖przykład ‖
‖pzrykład‖SI‖En‖przykład ‖
‖pzśdaernik‖SI‖En‖październik ‖
‖qasz‖SI‖En‖wasz ‖
‖qciąż‖SI‖En‖wciąż ‖
‖qzględem‖SI‖En‖względem ‖
‖qłaściwości‖SI‖En‖właściwości ‖
‖rgudzień‖SI‖En‖grudzień ‖
‖rowniez‖SI‖En‖również ‖
‖rownieź‖SI‖En‖również ‖
‖rownież‖SI‖En‖również ‖
‖roxny‖SI‖En‖różny ‖
‖rozny‖SI‖En‖różny ‖
‖równiez‖SI‖En‖również ‖
‖równieź‖SI‖En‖również ‖
‖róźny‖SI‖En‖różny ‖
‖różnu‖SI‖En‖różny ‖
‖SC‖SI‖En‖S.C. ‖
‖sei‖SI‖En‖się ‖
‖seoda‖SI‖En‖środa ‖
‖sie‖SI‖En‖się ‖
‖sierpien‖SI‖En‖sierpień ‖
‖sirepień‖SI‖En‖sierpień ‖
‖sirpoeń‖SI‖En‖sierpień ‖
‖soerpoeń‖SI‖En‖sierpień ‖
‖spboat‖SI‖En‖sobota ‖
‖sposob‖SI‖En‖sposób ‖
‖spzred‖SI‖En‖sprzed ‖
‖sroda‖SI‖En‖środa ‖
‖srodz‖SI‖En‖środa ‖
‖standarcie‖SI‖En‖standardzie ‖
‖standart‖SI‖En‖standard ‖
‖standartem‖SI‖En‖standardem ‖
‖standartowa‖SI‖En‖standardowa ‖
‖standartowe‖SI‖En‖standardowe ‖
‖standartowego‖SI‖En‖standardowego ‖
‖standartowej‖SI‖En‖standardowej ‖
‖standartowemu‖SI‖En‖standardowemu ‖
‖standartowi‖SI‖En‖standardowi ‖
‖standartowy‖SI‖En‖standardowy ‖
‖standartowym‖SI‖En‖standardowym ‖
‖standartową‖SI‖En‖standardową ‖
‖standartu‖SI‖En‖standardu ‖
‖styczen‖SI‖En‖styczeń ‖
‖swetr‖SI‖En‖sweter ‖
‖swoj‖SI‖En‖swój ‖
‖swród‖SI‖En‖wśród ‖
‖sytem‖SI‖En‖system ‖
‖szczegolnie‖SI‖En‖szczególnie ‖
‖szczegolowy‖SI‖En‖szczegółowy ‖
‖szczegółówy‖SI‖En‖szczegółowy ‖
‖szzcególnie‖SI‖En‖szczególnie ‖
‖szzegółowy‖SI‖En‖szczegółowy ‖
‖takze‖SI‖En‖także ‖
‖takźe‖SI‖En‖także ‖
‖tne‖SI‖En‖ten ‖
‖twoj‖SI‖En‖twój ‖
‖tzreba‖SI‖En‖trzeba ‖
‖uprzejmnie‖SI‖En‖uprzejmie ‖
‖upzrejmie‖SI‖En‖uprzejmie ‖
‖vzęsto‖SI‖En‖często ‖
‖w/g‖SI‖En‖wg ‖
‖waiąć‖SI‖En‖wziąć ‖
‖wazs‖SI‖En‖wasz ‖
‖wciaz‖SI‖En‖wciąż ‖
‖wciaż‖SI‖En‖wciąż ‖
‖wciąx‖SI‖En‖wciąż ‖
‖wciąz‖SI‖En‖wciąż ‖
‖wciąź‖SI‖En‖wciąż ‖
‖wez‖SI‖En‖weź ‖
‖wezrsień‖SI‖En‖wrzesień ‖
‖wględem‖SI‖En‖względem ‖
‖wlasciwosci‖SI‖En‖właściwości ‖
‖wogóle‖SI‖En‖w ogóle ‖
‖woj‖SI‖En‖woj. ‖
‖wokol‖SI‖En‖wokół ‖
‖wokoł‖SI‖En‖wokół ‖
‖wokól‖SI‖En‖wokół ‖
‖wowcazs‖SI‖En‖wówczas ‖
‖wowczas‖SI‖En‖wówczas ‖
‖wraesień‖SI‖En‖wrzesień ‖
‖wrzeseiń‖SI‖En‖wrzesień ‖
‖wrśód‖SI‖En‖wśród ‖
‖wsoja‖SI‖En‖swoja ‖
‖wsoje‖SI‖En‖swoje ‖
‖wsrod‖SI‖En‖wśród ‖
‖wszykto‖SI‖En‖wszystko ‖
‖wszytko‖SI‖En‖wszystko ‖
‖wsój‖SI‖En‖swój ‖
‖wtoerk‖SI‖En‖wtorek ‖
‖wviąż‖SI‖En‖wciąż ‖
‖wxiąć‖SI‖En‖wziąć ‖
‖wyjatkiem‖SI‖En‖wyjątkiem ‖
‖wykorzystywac‖SI‖En‖wykorzystywać ‖
‖wykozrystuje‖SI‖En‖wykorzystuje ‖
‖wykozrystywać‖SI‖En‖wykorzystywać ‖
‖wzamian‖SI‖En‖w zamian ‖
‖wzgledem‖SI‖En‖względem ‖
‖wzgledu‖SI‖En‖względu ‖
‖względęm‖SI‖En‖względem ‖
‖wziac‖SI‖En‖wziąć ‖
‖wziać‖SI‖En‖wziąć ‖
‖wział‖SI‖En‖wziął ‖
‖wzieła‖SI‖En‖wzięła ‖
‖wziąc‖SI‖En‖wziąć ‖
‖wziąść‖SI‖En‖wziąć ‖
‖wziść‖SI‖En‖wziąć ‖
‖wzlgędem‖SI‖En‖względem ‖
‖wzlędem‖SI‖En‖względem ‖
‖wzlęgdem‖SI‖En‖względem ‖
‖wzresień‖SI‖En‖wrzesień ‖
‖wzsykto‖SI‖En‖wszystko ‖
‖wzsystko‖SI‖En‖wszystko ‖
‖wzystko‖SI‖En‖wszystko ‖
‖węic‖SI‖En‖więc ‖
‖właściqości‖SI‖En‖właściwości ‖
‖właśćiwośći‖SI‖En‖właściwości ‖
‖włsąciwości‖SI‖En‖właściwości ‖
‖włąsciwoąsci‖SI‖En‖właściwości ‖
‖włąściwości‖SI‖En‖właściwości ‖
‖wśrod‖SI‖En‖wśród ‖
‖za wczasu‖SI‖En‖zawczasu ‖
‖zaden‖SI‖En‖żaden ‖
‖zadna‖SI‖En‖żadna ‖
‖zadne‖SI‖En‖żadne ‖
‖zarowno‖SI‖En‖zarówno ‖
‖zcwartek‖SI‖En‖czwartek ‖
‖ze wględu‖SI‖En‖ze względu ‖
‖zeby‖SI‖En‖żeby ‖
‖zponad‖SI‖En‖sponad ‖
‖zpoza‖SI‖En‖spoza ‖
‖zprzed‖SI‖En‖sprzed ‖
‖zsczególnie‖SI‖En‖szczególnie ‖
‖zwyjatkiem‖SI‖En‖z wyjątkiem ‖
‖zwyjątkiem‖SI‖En‖z wyjątkiem ‖
‖ćżęść‖SI‖En‖część ‖
‖środz‖SI‖En‖środa ‖
‖:-)‖SI‖En‖* ‖
‖:)‖SI‖En‖* ‖
‖:|‖SI‖En‖* ‖
‖:-|‖SI‖En‖* ‖
‖:(‖SI‖En‖* ‖
‖:-(‖SI‖En‖* ‖
‖<--‖SI‖En‖* ‖
‖-->‖SI‖En‖* ‖
‖<==‖SI‖En‖* ‖
‖==>‖SI‖En‖* ‖
‖<=>‖SI‖En‖* ‖
